,transliteration,sorting,period,base,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_hk_qid,certainty-weight_MEGA,sense_MEGA_qid,POS,number,person,category,transliteration original,unicode,roman,count,is_match
962,ba la ri,balari,mE,palar,,,,,Gerecht,0.5,justice (Q13189320),,,noun,SG,3.0,Noun,ba-la-ri,𒁀 𒆷 𒊑,False,0,False
964,ba li be,balibe,mE,bali,,-p; 3pl.an,,,(seine) Männer; Mannen,1,man (Q8441),,,noun,SG,3.0,Noun,ba-li-be,𒁀 𒇷 𒁁,False,0,False
965,ba li ik me,baliikme,achE,balik,,-me; 3sg.inan,,,Mühe; Anstrengung,1,exertion (Q14536140),,,noun,,,Noun,ba-li-ik-me,𒁀 𒇷 𒅅 𒈨,False,0,False
966,ba lu um,baluum,nE; achE,balum,,,,,Speicher,1,storage (Q9158768),,,noun,,,Noun,ba-lu-um,𒁀 𒇻 𒌝,False,0,False
967,h ba lu um nu iš ki ra,baluumnuis~kira,achE,balum,,,,,Speicher,1,,,,noun,,,Noun,h.ba-lu-um.nu-iš-ki-ra,𒀸 𒁀 𒇻 𒌝 𒉡 𒅖 𒆠 𒊏,False,0,False
968,h ba lu um nu iš ki ra,baluumnuis~kira,achE,nuški,,-r; 3sg.an,,,Wart,1,guard (Q680928),,,noun,,,Noun,h.ba-lu-um.nu-iš-ki-ra,𒀸 𒁀 𒇻 𒌝 𒉡 𒅖 𒆠 𒊏,False,0,False
969,ba ma ik qa,bamaikqa,achE,?,,,,,Geleistetes; Verfertigtes,0.5,product (Q2424752),,,noun,,,Noun,ba-ma-ik-qa?,𒁀 𒈠 𒅅 𒋡,False,0,False
970,ba ma kaš,bamakas~,achE,?,,,,,Maische,0.5,mash (Q20073904),,,noun,,,Noun,ba-ma?-kaš?,𒁀 𒈠 𒁉,False,0,False
971,pa man,baman,nE; achE,paman,,,,,Futter (bei Kleidungsstücken),0.5,lining (Q1408064),,,noun,,,Noun,pa-man,𒉺 𒌋𒌋,False,0,False
972,ba ma ra,bamara,achE,?,,,,,Berufsbezeichnung; Obstwart,0.5,profession (Q28640),,,noun,,,Noun,ba?-ma-ra,𒁀 𒈠 𒊏,False,0,False
973,GIŠ ba maš,bamas~,,,,-š; op.loan,,,Hohlmass aus Holz,1,measuring instrument (Q2041172),,,noun,,,Noun,GIŠ.ba-maš,𒄑 𒁀 𒈦,False,0,False
974,ba me,bame,nE,?,,,,,Dienstbarkeit,0.5,deed (Q12054589),,,noun,,,Noun,ba-me,𒁀 𒈨,False,0,False
975,h pa m i ra,bamira,achE,,,,,,Speicher,0.5,storage (Q9158768),,,noun,,,Noun,h.pa?-[m]i?-ra?,𒀸 𒉺 𒈪 𒊏,False,0,False
976,h pa mi ra bat ti iš,bamirabattiis~,achE,,,-š; op.loan,,,Speichervorsteher,0.5,head (Q1162163),,,noun,,,Noun,h.pa-mi-ra-bat-ti-iš,𒀸 𒉺 𒈪 𒊏 𒁁 𒋾 𒅖,False,0,False
977,h pa mi ráš,bamiras~,achE,,,-š; op.loan,,,Speicher,0.5,storage (Q9158768),,,noun,,,Noun,h.pa-mi-ráš,𒀸 𒉺 𒈪 𒌇,False,0,False
978,BÁN,ban,,BAN2,Sum,,,,Scheffel,0.5,seah (Q2291943),,,noun,,,Noun,BÁN,𒑏,False,0,False
979,GIŠ BÁN,ban,,BAN2,Sum,,,,Scheffel,1,seah (Q2291943),,,noun,,,Noun,GIŠ.BÁN,𒄑 𒑏,False,0,False
980,GIŠ PAN lg,ban,nE,PAN,Sum,,,,Bogen,1,bow (Q46311),,,noun,,,Noun,GIŠ.PAN.lg,𒄑 𒉼 𒎌,False,0,False
981,h ba na,bana,achE,bana,,,,,Fest; Feier,0.5,festival (Q46311),,,noun,,,Noun,h?.ba-na,𒀸 𒁀 𒈾,False,0,False
982,pa nah,banah,nE,panah,,,,,Wildgehege,0.5,hunting reserve (Q63352690),,,noun,,,Noun,pa-nah,𒉺 𒈛,False,0,False
983,BANIA,bania,,BANIA,Sum,,,,Maßeinheit,1,,,,noun,,,Noun,BANIA,𒐋,False,0,False
984,h PAN pa …,banpa,nE,PAN,Sum,,,,Bogen,1,bow (Q46311),,,noun,,,Noun,h.PAN.pa-[…],𒀸 𒉼 𒉺 …,False,0,False
985,h PAN pa …,banpa,nE,pa...,,,,,Berufsbezeichnung (die mit Bogen zussammenhängt),0.5,,,,noun,,,Noun,h.PAN.pa-[…],𒀸 𒉼 𒉺 …,False,0,False
986,pan šu kaš,bans~ukas~,achE,,,-š; op.loan,,,Fünfer,1,coin (Q41207),,,noun,,,Noun,pan-šu-kaš,𒉼 𒋗 𒁉,False,0,False
987,pan su kaš,bansukas~,achE,,,-š; op.loan,,,Fünfer,1,coin (Q41207),,,noun,,,Noun,pan-su-kaš,𒉼 𒋢 𒁉,False,0,False
988,pan su ma iš,bansumais~,achE,,,-š; op.loan,,,Fünftel,1,⅕ (Q11184992),,,noun,,,Noun,pan-su-ma-iš,𒉼 𒋢 𒈠 𒅖,False,0,False
989,pan su uk kaš,bansuukkas~,achE,,,-š; op.loan,,,Fünfer,1,coin (Q41207),,,noun,,,Noun,pan-su-uk-kaš,𒉼 𒋢 𒊌 𒁉,False,0,False
990,GIŠ PAN lg táh hi ra,bantahhira,nE,PAN,Sum,,,,Bogen,1,bow maker (Q14406508),,,noun,,,Noun,GIŠ.PAN.lg.táh-hi-ra,𒄑 𒉼 𒎌 𒃮 𒄭 𒊏,False,0,False
991,GIŠ PAN lg táh hi ra,bantahhira,nE,tahhi,,-r; 3sg.an,,,Macher,1,bow maker (Q14406508),,,noun,,,Noun,GIŠ.PAN.lg.táh-hi-ra,𒄑 𒉼 𒎌 𒃮 𒄭 𒊏,False,0,False
992,hw ba nu mi in pi ra,banumiinpira,nE,GN,,,,,der Mann von den Leuten des Banumi,1,,,,noun,,,Noun,hw.ba-nu-mi-in-pi-ra,𒁁 𒁀 𒉡 𒈪 𒅔 𒉿 𒊏,False,0,False
993,f ba nu qa na be,banuqanabe,achE,,,,,,die Leute der Großkönigin,1,court (Q1134237),,,noun,PL,3.0,Noun,f.ba-nu-qa-na-be,𒊩 𒁀 𒉡 𒋡 𒈾 𒁁,False,0,False
994,ba nu ra,banura,achE,,,,,,Käse,1,cheese (Q10943),,,noun,,,Noun,ba-nu-ra,𒁀 𒉡 𒊏,False,0,False
995,h ba nu um ir ra b e ra,banuumirrabera,mE,GN,,,,,der Mann der Leute des Banumirra,1,,,,noun,,,Noun,h.ba-nu-um-ir-ra-b[e-ra],𒀸 𒁀 𒉡 𒌝 𒅕 𒊏 𒁁 𒊏,False,0,False
996,PAP,bap,,PAP,Sum,,,,Summe,1,sum (Q218005),,,noun,,,Noun,PAP,𒉽,False,0,False
997,pa pa kum,bapakum,oE,papak,,,,,Monatsname,1,month (Q5151),,,noun,,,Noun,pa-pa-kum,𒉺 𒉺 𒄣,False,0,False
998,pa pa ku um,bapakuum,oE,papak,,,,,Monatsname,1,month (Q5151),,,noun,,,Noun,pa-pa-ku-um,𒉺 𒉺 𒆪 𒌝,False,0,False
999,h ba pi li,bapili,achE,GN,,,,,Babylon,1,Babylonia (Q47690),,,noun,,,Noun,h.ba-pi-li,𒀸 𒁀 𒉿 𒇷,False,0,False
1000,h ba pi li ib be,bapiliibbe,nE,GN,,-p; 3pl.an,,,nach Art (Tracht) der Babylonier,1,,,,noun,,,Noun,h.ba-pi-li-ib-be,𒀸 𒁀 𒉿 𒇷 𒅁 𒁁,False,0,False
1001,v ba pi li ib be,bapiliibbe,achE,GN,,-p; 3pl.an,,,das der Babylonier,1,,,,noun,,,Noun,v.ba-pi-li-ib-be,𒁹 𒁀 𒉿 𒇷 𒅁 𒁁,False,0,False
1002,v ba pi li ip,bapiliip,achE,GN,,-p; 3pl.an,,,Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,v.ba-pi-li-ip,𒁹 𒁀 𒉿 𒇷 𒅁,False,0,False
1003,v ba pi li ir,bapiliir,achE,GN,,-r; 3sg.an,,,ein Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,v.ba-pi-li-ir,𒁹 𒁀 𒉿 𒇷 𒅕,False,0,False
1004,v ba pi li ir ra,bapiliirra,achE,GN,,-r; 3sg.an,,,ein Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,v.ba-pi-li-ir-ra,𒁹 𒁀 𒉿 𒇷 𒅕 𒊏,False,0,False
1005,h ba pi li ra,bapilira,nE; achE,GN,,-r; 3sg.an,,,ein Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,h.ba-pi-li-ra,𒀸 𒁀 𒉿 𒇷 𒊏,False,0,False
1006,h ba pi li ya ip,bapiliyaip,achE,GN,,-p; 3pl.an,,,Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,h.ba-pi-li-ya-ip,𒀸 𒁀 𒉿 𒇷 𒉿 𒅁,False,0,False
1007,hh ba pi li ya ra,bapiliyara,achE,GN,,-r; 3sg.an,,,ein Babylonier,1,Babylonians (Q797930),,,noun,,,Noun,hh.ba-pi-li-ya-ra,𒄬 𒁀 𒉿 𒇷 𒉿 𒊏,False,0,False
1008,hh ba pi ya ip,bapiyaip,achE,GN,,-p; 3pl.an,,,Leute aus Papiya,0.5,,,,noun,,,Noun,hh.ba-pi-ya-ip,𒄬 𒁀 𒉿 𒉿 𒅁,False,0,False
1009,PAP PAP,bappap,,PAP.PAP,Sum,,,,Gesamtsumme,1,total (Q218005),,,noun,,,Noun,PAP.PAP,𒉽 𒉽,False,0,False
1010,pap pi,bappi,nE,pappi,,,,,Schwein,0.5,pig (Q787),,,noun,,,Noun,pap-pi,𒉽 𒉿,False,0,False
1011,PAP tin na,baptinna,achE,PAP,Sum,,,,ingesamt,1,total (Q218005),,,noun,,,Noun,PAP.tin-na,𒉽 𒁷 𒈾,False,0,False
1012,PAP tin na,baptinna,achE,tinna,,,,,ingesamt,0.5,total (Q218005),,,noun,,,Noun,PAP.tin-na,𒉽 𒁷 𒈾,False,0,False
1013,hw ba qa …,baqa,,PN,,,,,,,,,,noun,,,Noun,hw.ba-qa-[…],𒁁 𒁀 𒋡 …,False,0,False
1014,hh ba qa a na,baqaana,achE,PN,,,,,,,,,,noun,,,Noun,hh.ba-qa-a-na,𒄬 𒁀 𒋡 𒀀 𒈾,False,0,False
1015,d ba qa da u ši iš,baqadaus~iis~,achE,,,-š; op.loan,,,Gottesopfer,1,sacrifice (Q179723),,,noun,,,Noun,d.ba-qa-da-u-ši-iš,𒀭 𒁀 𒋡 𒁕 𒌋 𒅆 𒅖,False,0,False
1016,d ba qa da u ši ya,baqadaus~iya,achE,,,,,,Gottesopfer,1,sacrifice (Q179723),,,noun,,,Noun,d.ba-qa-da-u-ši-ya,𒀭 𒁀 𒋡 𒁕 𒌋 𒅆 𒉿,False,0,False
1017,d ba qa du ši ya um,baqadus~iyaum,achE,,,-m; op.loan,,,Gottesopfer,1,sacrifice (Q179723),,,noun,,,Noun,d.ba-qa-du-ši-ya-um,𒀭 𒁀 𒋡 𒁺 𒅆 𒉿 𒌝,False,0,False
1018,hh ba q a ud da,baqaudda,achE,PN,,,,,,,,,,noun,,,Noun,hh.ba-[q]a?-ud-da,𒄬 𒁀 𒋡 𒌓 𒁕,False,0,False
1019,BAR,bar,,BAR,Sum,,,,Hälfte,1,half (Q39373172),,,noun,,,Noun,BAR,𒁇,False,0,False
1020,BÁR,bar,mE,BAR2,Sum,,,,erster Monat,1,,,,noun,,,Noun,BÁR,𒁈,False,0,False
1021,BAR lg,bar,,BAE,Sum,,,,Hälfte,1,half (Q39373172),,,noun,,,Noun,BAR.lg,𒁇 𒎌,False,0,False
1022,ba ra,bara,achE,,,,,,Lieferung,1,delivery (Q2334804),,,noun,,,Noun,ba-ra,𒁀 𒊏,False,0,False
1025,ba ra bar ráš,barabarras~,achE,,,-š; op.loan,,,Lastträger,1,porter (Q1509714),,,noun,,,Noun,ba-ra-bar-ráš,𒁀 𒊏 𒁇 𒌇,False,0,False
1026,ba ra man nu iš,baramannuis~,achE,,,-š; op.loan,,,Halsband-tragend,1,,,,noun,,,Noun,ba-ra-man-nu-iš,𒁀 𒊏 𒌋𒌋 𒉡 𒅖,False,0,False
1027,ba ráš,baras~,achE,,,-š; op.loan,,,Lieferung; Sendung,1,,,,noun,,,Noun,ba-ráš,𒁀 𒌇,False,0,False
1028,bar ba,barba,nE,?,,,,,achtzig,0.5,achtzig (Q712467),,,noun,,,Noun,bar-ba,𒁇 𒁀,False,0,False
1029,ba r d u,bardu,achE,?,,,,,Straße,1,road (Q3444),,,noun,,,Noun,ba[r-d]u,𒁇 𒁺,False,0,False
1030,BAR GIŠ,bargis~,,BAR.GIŠ,Sum,,,,Hälfte,1,half (Q39373172),,,noun,,,Noun,BAR.GIŠ,𒁇 𒄑,False,0,False
1031,ba ri,bari,achE,,,,,,fein; edel,1,,,,noun,,,Noun,ba-ri,𒁀 𒊑,False,0,False
1032,pa ri ak qa,bariakqa,achE,V,,,,,,,,,,noun,,,Noun,pa-ri-ak-qa,𒉺 𒊑 𒀝 𒋡,False,0,False
1033,ba ri ba ra,baribara,achE,,,,,,Umwallung; Hochburg,1,,,,noun,,,Noun,ba-ri-ba-ra,𒁀 𒊑 𒁀 𒊏,False,0,False
1034,h ba ri ba ráš,baribaras~,achE,,,-š; op.loan,,,Umwallung; Hochburg,1,,,,noun,,,Noun,h.ba-ri-ba-ráš,𒀸 𒁀 𒊑 𒁀 𒌇,False,0,False
1035,h ba ri ba ra um,baribaraum,achE,,,-m; op.loan,,,Umwallung; Hochburg,1,,,,noun,,,Noun,h.ba-ri-ba-ra-um,𒀸 𒁀 𒊑 𒁀 𒊏 𒌝,False,0,False
1036,h ba ri ba taš,baribatas~,achE,,,-š; op.loan,,,Hürde,1,,,,noun,,,Noun,h.ba-ri-ba-taš,𒀸 𒁀 𒊑 𒁀 𒌨,False,0,False
1037,ba ri e,barie,mE,par,,-e; 3sg.poss,,,sein Same,1,,,,noun,,,Noun,ba-ri-e,𒁀 𒊑 𒂊,False,0,False
1038,ba ri iš da ma,bariis~dama,achE,,,,,,Gastwart; Reisebegleiter,1,travel companion (Q98949102),,,noun,,,Noun,ba-ri-iš-da-ma,𒁀 𒊑 𒅖 𒁕 𒈠,False,0,False
1039,ba ri iš da ma be,bariis~damabe,achE,,,-p; 3pl.an,,,Gastwart; Reisebegleiter,1,travel companion (Q98949102),,,noun,,,Noun,ba-ri-iš-da-ma-be,𒁀 𒊑 𒅖 𒁕 𒈠 𒁁,False,0,False
1040,ba ri kur ráš,barikurras~,achE,,,-š; op.loan,,,Kunsthandwerker; Künstler,1,artisan (Q1294787),,,noun,,,Noun,ba-ri-kur-ráš,𒁀 𒊑 𒆳 𒌇,False,0,False
1041,ba ri kur ri iš,barikurriis~,achE,,,-š; op.loan,,,Kunsthandwerker; Künstler,1,artisan (Q1294787),,,noun,,,Noun,ba-ri-kur-ri-iš,𒁀 𒊑 𒆳 𒊑 𒅖,False,0,False
1042,h ba ri pa ráš,bariparas~,achE,,,-š; op.loan,,,Umwallung; Hochburg,1,,,,noun,,,Noun,[h.]ba-ri-pa-ráš,𒀸 𒁀 𒊑 𒉺 𒌇,False,0,False
1043,pa ri ra,barira,nE,pari,,-r; 3sg.an,,,ein Vorübergehender,0.5,,,,noun,,,Noun,pa-ri-ra,𒉺 𒊑 𒊏,False,0,False
1044,ba r iš da u na,baris~dauna,achE,,,,,,Betreuung; Begleitung,1,,,,noun,,,Noun,[ba]r-iš-da-u-na,𒁇 𒅖 𒁕 𒌋 𒈾,False,0,False
1045,bar ku ba na,barkubana,nE,?,,,,,Gebrauchs- oder Schmuckgegenstand,0.5,,,,noun,,,Noun,bar-ku-ba?-na,𒁇 𒆪 𒁀 𒈾,False,0,False
1046,bar ku šu,barkus~u,nE,?,,,,,Leinenwolle,0.5,,,,noun,,,Noun,bar-ku-šu,𒁇 𒆪 𒋗,False,0,False
1047,bar ku su,barkusu,oE,?,,,,,Leinenwolle,0.5,,,,noun,,,Noun,bar-ku-su,𒁇 𒆪 𒋢,False,0,False
1048,bar máš,barmas~,nE,?,,,,,ein Gegenstand,0.5,physical object (Q223557),,,noun,,,Noun,bar-máš,𒁇 𒈧,False,0,False
1049,bar ri,barri,nE,barri,,,,,ein Material; Glas,0.5,,,,noun,,,Noun,bar-ri,𒁇 𒊑,False,0,False
1050,bar ri ba ráš,barribaras~,achE,,,-š; op.loan,,,Umwallung; Hochburg,1,,,,noun,,,Noun,bar-ri-ba-ráš,𒁇 𒊑 𒁀 𒌇,False,0,False
1051,h bar ri ba taš,barribatas~,achE,,,-š; op.loan,,,Hürde,1,obstacle (Q264661),,,noun,,,Noun,h.bar-ri-ba-taš,𒀸 𒁇 𒊑 𒁀 𒌨,False,0,False
1052,bar ri iš da ma,barriis~dama,achE,,,,,,Gastwart; Reisebegleiter,1,,,,noun,,,Noun,bar-ri-iš-da-ma,𒁇 𒊑 𒅖 𒁕 𒈠,False,0,False
1053,bar ri iš da ma ip,barriis~damaip,achE,,,-p; 3pl.an,,,Gastwart; Reisebegleiter,1,,,,noun,,,Noun,bar-ri-iš-da-ma-ip,𒁇 𒊑 𒅖 𒁕 𒈠 𒅁,False,0,False
1054,bar ri iš da ma na,barriis~damana,achE,,,,,,Betreuung; Begleitung,1,,,,noun,,,Noun,bar-ri-iš-da-ma-na,𒁇 𒊑 𒅖 𒁕 𒈠 𒈾,False,0,False
1055,bar ri iš da ma še,barriis~damas~e,achE,,,,,,Reisebegleiter,1,companion (Q106645134),,,noun,,,Noun,bar-ri-iš-da-ma-še,𒁇 𒊑 𒅖 𒁕 𒈠 𒊺,False,0,False
1056,hh bar ri iš da u na,barriis~dauna,achE,,,,,,Betreuung; Begleitung,1,,,,noun,,,Noun,hh.bar-ri-iš-da-u-na,𒄬 𒁇 𒊑 𒅖 𒁕 𒌋 𒈾,False,0,False
1057,bar ri iš tam5 na,barriis~tam5na,achE,,,,,,Betreuung; Begleitung,1,,,,noun,,,Noun,bar-ri-iš-tam5-na,𒁇 𒊑 𒅖 𒂟 𒈾,False,0,False
1058,bar ri iš tam5 na be,barriis~tam5nabe,achE,,,-p; 3pl.an,,,Gastwart; Reisebegleiter,1,,,,noun,,,Noun,bar-ri-iš-tam5-na-be,𒁇 𒊑 𒅖 𒂟 𒈾 𒁁,False,0,False
1060,bar ri še kaš e,barris~ekas~e,achE,,,,,,seine Provision,1,,,,noun,,,Noun,bar-ri-še-kaš-e,𒁇 𒊑 𒊺 𒁉 𒂊,False,0,False
1061,v bar ru za na iš be na,barruzanais~bena,achE,,,-p; 3pl.an,-na; postp.gen,-š; op.loan,vielartig,1,,,,noun,,,Noun,v.bar-ru-za-na-iš-be-na,𒁹 𒁇 𒊒 𒍝 𒈾 𒅖 𒁁 𒈾,False,0,False
1062,hh bar sìb be,barsibbe,achE,GN,,-p; 3pl.an,,,Perser,1,Persians (Q484206),,,noun,SG,1.0,Noun,hh.bar-sìb-be,𒄬 𒁇 𒍦 𒁁,False,0,False
1063,v bar sìp,barsip,achE,GN,,-p; 3pl.an,,,Perser,1,Persians (Q484206),,,noun,PL,3.0,Noun,v.bar-sìp,𒁹 𒁇 𒉺𒇻,False,0,False
1064,hw bar sìp,barsip,nE,GN,,-p; 3pl.an,,,Perser,1,Persians (Q484206),,,noun,PL,3.0,Noun,hw.bar-sìp,𒁁 𒁇 𒉺𒇻,False,0,False
1065,h bar sìp,barsip,achE,GN,,-p; 3pl.an,,,Perser,1,Persians (Q484206),,,noun,PL,3.0,Noun,h.bar-sìp,𒀸 𒁇 𒉺𒇻,False,0,False
1066,v bar sir,barsir,achE,GN,,-r; 3sg.an,,,Perser,1,Persians (Q484206),,,noun,,,Noun,v.bar-sir,𒁹 𒁇 𒋤,False,0,False
1067,hw bar sir ra,barsirra,nE,GN,,-r; 3sg.an,,,Perser,1,Persians (Q484206),,,noun,,,Noun,hw.bar-sir-ra,𒁁 𒁇 𒋤 𒊏,False,0,False
1068,v bar sir ra,barsirra,nE; achE,GN,,-r; 3sg.an,,,Perser,1,Persians (Q484206),,,noun,,,Noun,v.bar-sir-ra,𒁹 𒁇 𒋤 𒊏,False,0,False
1069,h bar sir ráš be,barsirras~be,achE,GN,,-p; 3pl.an,,,Perserleute,1,Persians (Q484206),,,noun,,,Noun,h.bar-sir-ráš?-be?,𒀸 𒁇 𒋤 𒌇 𒁁,False,0,False
1070,bar su ra,barsura,nE,barsu,,-r; 3sg.an,,,Ziseleur,0.5,chaser (Q54165684),,,noun,,,Noun,bar-su-ra,𒁇 𒋢 𒊏,False,0,False
1071,h bar te da,barteda,achE,,,,,,Paradies,1,paradise (Q3363340),,,noun,,,Noun,h.bar-te-da,𒀸 𒁇 𒋼 𒁕,False,0,False
1072,h bar te taš,bartetas~,achE,,,-š; op.loan,,,Paradies,1,paradise (Q3363340),,,noun,,,Noun,h.bar-te-taš,𒀸 𒁇 𒋼 𒌨,False,0,False
1073,h bar te taš nu iš ki ip,bartetas~nuis~kiip,achE,,,-š; op.loan,,,Domänen,1,,,,noun,,,Noun,h.bar-te-taš.nu-iš-ki-ip,𒀸 𒁇 𒋼 𒌨 𒉡 𒅖 𒆠 𒅁,False,0,False
1074,h bar te taš nu iš ki ip,bartetas~nuis~kiip,achE,nuški,,-p; 3pl.an,,,Hüter,1,herder (Q12059906),,,noun,,,Noun,h.bar-te-taš.nu-iš-ki-ip,𒀸 𒁇 𒋼 𒌨 𒉡 𒅖 𒆠 𒅁,False,0,False
1075,v bar tu ma,bartuma,achE,GN,,,,,Parthien,1,Parthia (Q1645483),,,noun,,,Noun,v.bar-tu-ma,𒁹 𒁇 𒌅 𒈠,False,0,False
1076,v bar tu ma ip,bartumaip,achE,GN,,-p; 3pl.an,,,die Parther,1,Parthians (Q28045596),,,noun,,,Noun,v.bar-tu-ma-ip,𒁹 𒁇 𒌅 𒈠 𒅁,False,0,False
1077,v bar tu ma ra,bartumara,achE,GN,,,,,der Parther,1,Parthians (Q28045596),,,noun,,,Noun,v.bar-tu-[ma-ra],𒁹 𒁇 𒌅 𒈠 𒊏,False,0,False
1078,h bar tu maš,bartumas~,achE,GN,,-š; op.loan,,,in Parthien,1,,,,noun,,,Noun,h.bar-tu-maš,𒀸 𒁇 𒌅 𒈦,False,0,False
1079,v bar tu maš be,bartumas~be,achE,GN,,-š; op.loan,-p; 3pl.an,,die Parther,1,Partians (Q28045596),,,noun,,,Noun,v.bar-tu-maš-be,𒁹 𒁇 𒌅 𒈦 𒁁,False,0,False
1080,pa ru lg,baru,mE; achE,,,,,,Maultier,1,mule (Q41692),,,noun,,,Noun,pa-ru.lg,𒉺 𒊒 𒎌,False,0,False
1081,pa ru lg ba tu4 ra,barubatura,achE,,,,,,Maultier,1,mule (Q41692),,,noun,,,Noun,pa-ru.lg.ba-tu4-ra,𒉺 𒊒 𒎌 𒁀 𒌈 𒊏,False,0,False
1082,pa ru lg ba tu4 ra,barubatura,achE,bate,,,,,Hirt,1,herder (Q12059906),,,noun,,,Noun,pa-ru.lg.ba-tu4-ra,𒉺 𒊒 𒎌 𒁀 𒌈 𒊏,False,0,False
1083,ba ru za na na um,baruzananaum,achE,,,,,,von vielen Arten,1,,,,noun,PL,3.0,Noun,ba-ru-za-na-na-um,𒁀 𒊒 𒍝 𒈾 𒈾 𒌝,False,0,False
1084,BÁR ZAG GAR,barzaggar,,BAR2.ZAG.GAR,Sum,,,,Monatsname,1,,,,noun,,,Noun,BÁR.ZAG.GAR,𒁈 𒍠 𒃻,False,0,False
1085,hh bar z í ki ib be,barzikiibbe,achE,?,,-p; 3pl.an,,,Berufsbezeichnung,1,profession (Q28640),,,noun,,,Noun,hh.bar-[z]í?-ki-[ib?]-be,𒄬 𒁇 𒍢 𒆠 𒅁 𒁁,False,0,False
1086,f pa šab6 be,bas~ab6be,achE,paš,,-p; 3pl.an,,,Schneiderinnen,1,seamstress (Q67205775),,,noun,,,Noun,f.pa-šab6-be,𒊩 𒉺 𒊸 𒁁,False,0,False
1092,f pa šap6,bas~ap6,nE; achE,paš,,-p; 3pl.an,,,Schneiderinnen,1,seamstress (Q67205775),,,noun,,,Noun,f.pa-šap6,𒊩 𒉺 𒊸,False,0,False
1093,pa šap6 pi,bas~ap6pi,achE,paš,,-p; 3pl.an,,,Schneider,1,seamstress (Q67205775),,,noun,,,Noun,pa?-šap6?-pi,𒉺 𒊸 𒉿,False,0,False
1094,f pa šap6 ra,bas~ap6ra,achE,paš,,-r; 3sg.an,,,Schneiderin,1,seamstress (Q67205775),,,noun,,,Noun,f.pa-šap6-ra,𒊩 𒉺 𒊸 𒊏,False,0,False
1095,f pa ši ip,bas~iip,achE,paš,,-p; 3pl.an,,,Schneiderinnen,1,seamstress (Q67205775),,,noun,,,Noun,f.pa-ši-ip,𒊩 𒉺 𒅆 𒅁,False,0,False
1096,v v ba šiš,bas~is~,nE,,,,,,Priester,1,priest (Q42603),,,noun,PL,3.0,Noun,v.v.ba-šiš,𒁹 𒁹 𒁀 𒋀,False,0,False
1097,ba ši šu,bas~is~u,,,,,,,Priester,1,priest (Q42603),,,noun,,,Noun,ba-ši-šu,𒁀 𒅆 𒋗,False,0,False
1098,ba ši šu GAL,bas~is~ugal,mE,,,,,,Priester,1,high priest (Q3114821),,,noun,,,Noun,ba-ši-šu.GAL,𒁀 𒅆 𒋗 𒃲,False,0,False
1099,ba ši šu GAL,bas~is~ugal,mE,GAL,Sum,,,,Ober,1,high priest (Q3114821),,,noun,,,Noun,ba-ši-šu.GAL,𒁀 𒅆 𒋗 𒃲,False,0,False
1100,GAM pa ši šum ra b u lg,bas~is~umrabu,,,,,,,Oberpriester,1,high priest (Q3114821),,,noun,,,Noun,GAM.pa-ši-šum.ra-[b]u.lg,𒃵 𒉺 𒅆 𒋳 𒊏 𒁍 𒎌,False,0,False
1101,GIŠ ba šu ur,bas~uur,achE,bašur,,,,,seltene Pflanze ,1,,,,noun,,,Noun,GIŠ.ba-šu-ur,𒄑 𒁀 𒋗 𒌨,False,0,False
1102,hh pa sa na bat ti iš,basanabattiis~,achE,,,-š; op.loan,,,Chef der Pferdestriegler,1,,,,noun,,,Noun,hh.pa-sa-na-bat-ti-iš,𒄬 𒉺 𒊓 𒈾 𒁁 𒋾 𒅖,False,0,False
1103,ba sa zí iš,basaziis~,achE,,,-š; op.loan,,,Zufutter,0.5,,,,noun,,,Noun,ba-sa-zí-iš,𒁀 𒊓 𒍢 𒅖,False,0,False
1104,ba su qa,basuqa,achE,,,,,,Silberschekel,1,shekel (Q1404428),,,noun,,,Noun,ba-su-qa,𒁀 𒋢 𒋡,False,0,False
1105,ba te ik,bateik,mE,bate,,-k; 1sg.an,,,Hirte ich bin,1,,,,noun,SG,1.0,Noun,ba-te-ik,𒁀 𒋼 𒅅,False,0,False
1106,ba te ip,bateip,achE,bate,,-p; 3pl.an,,,Hirte,1,herder (Q12059906),,,noun,PL,3.0,Noun,ba-te-ip,𒁀 𒋼 𒅁,False,0,False
1107,ba te na,batena,achE,bati,,-na; postp.gen,,,des Bezirks,1,,,,noun,,,Noun,ba-te-na,𒁀 𒋼 𒈾,False,0,False
1108,hh ba te ra,batera,achE,bate,,-r; 3sg.an,,,Hirt,1,herder (Q12059906),,,noun,,,Noun,hh.ba-te-ra,𒄬 𒁀 𒋼 𒊏,False,0,False
1109,ba ti,bati,nE,bati,,,,,Bezirk,1,,,,noun,,,Noun,ba-ti,𒁀 𒋾,False,0,False
1110,ba ti ba zí iš,batibaziis~,achE,,,,,,Weinsteuer,1,specific excise tax (Q120499781),,,noun,,,Noun,ba-ti-ba-zí-iš,𒁀 𒋾 𒁀 𒍢 𒅖,False,0,False
